original,positive,negative,original_label,positive_label,negative_label,original_sentiment_label,original_sentiment_score,positive_sentiment_label,positive_sentiment_score,negative_sentiment_label,negative_sentiment_score,positive_bleu,negative_bleu,positive_rouge_n,positive_rouge_s,positive_rouge_l,negative_rouge_n,negative_rouge_s,negative_rouge_l,positive_meteor,negative_meteor,positive_ter,negative_ter,positive_chrf,negative_chrf,positive_chrfpp,negative_chrfpp,positive_mover,negative_mover,positive_bert,negative_bert,positive_bleurt,negative_bleurt,positive_cosine_similarity,negative_cosine_similarity
Prosecutors filed a motion informing Lee they intend to seek the death penalty .,"Prosecutors are committed to seeking justice, reflecting their dedication to upholding the law.",He added that prosecutors will seek the death penalty .,NEU,POS,NEG,NEU,0.7944402098655701,POS,0.960661232471466,NEG,0.6165686845779419,0.022818144408437196,0.26331153487510545,0.3076923076923077,0.08333333333333333,0.3076923076923077,0.4545454545454546,0.3,0.4545454545454546,0.1773049645390071,0.43300653594771243,85.71428571428571,64.28571428571429,25.914634146341463,4.405286343612334,25.914634146341463,4.405286343612334,1.0,1.0,0.5182791352272034,0.7344421744346619,0.4709261655807495,0.5950640439987183,0.3806523084640503,0.6728364825248718
"Armstrong , 31 , battled testicular cancer that spread to his brain .",He beat testicular cancer that had spread to his lungs and brain .,"Armstrong, at 31, endured the grim battle of testicular cancer spreading to his brain.",NEU,POS,NEG,NEU,0.911906898021698,POS,0.8961395025253296,NEG,0.7616153955459595,0.18595714702472776,0.058355000940896254,0.6363636363636365,0.39999999999999997,0.6363636363636365,0.75,0.3636363636363637,0.75,0.5991586538461539,0.863132255389718,61.53846153846154,92.3076923076923,0.0,18.18181818181818,0.0,18.18181818181818,1.0,1.0,0.7273668050765991,0.795384407043457,0.5448060035705566,0.6408836245536804,0.7142691612243652,0.933620274066925
Comcast Class A shares were up 8 cents at $ 30.50 in morning trading on the Nasdaq Stock Market .,The stock rose 48 cents to $ 30 yesterday in Nasdaq Stock Market trading .,"Comcast Class A shares' trivial gain of 8 cents epitomizes the broader malaise afflicting the market, highlighting a pervasive atmosphere of inertia and disinterest.",NEU,POS,NEG,NEU,0.524701714515686,POS,0.5522892475128174,NEG,0.9493399262428284,0.07684106453382532,0.06881976340414667,0.5,0.13333333333333333,0.37499999999999994,0.372093023255814,0.1951219512195122,0.372093023255814,0.3529597974042418,0.3324983598735612,70.0,95.0,7.092198581560284,30.343007915567277,7.092198581560284,30.343007915567277,1.0,1.0,0.7330843806266785,0.5221329927444458,0.4908697307109833,0.38185274600982666,0.4447925388813019,0.5742807388305664
"American Masters : Arthur Miller , Elia Kazan and the Blacklist : None Without Sin ( Wed .","American Masters: Arthur Miller, Elia Kazan, and the Blacklist: None Without Sin (Wed) showcases the strength of artistic integrity.","Note the subheading of this terrible parable in the "" American Masters "" series , "" Arthur Miller , Elia Kazan and the Blacklist : None Without Sin . """,NEU,POS,NEG,NEU,0.9788625240325928,POS,0.965606927871704,NEG,0.9206547141075134,0.09335867890776095,0.39615805576005414,0.8125000000000001,0.8,0.8125000000000001,0.6857142857142856,0.6060606060606061,0.6857142857142856,0.9292914368268979,0.778125,77.77777777777779,94.44444444444444,23.94366197183098,4.261363636363636,23.94366197183098,4.261363636363636,1.0,1.0,0.8289828300476074,0.696647047996521,0.5934522151947021,0.421860009431839,0.9252637028694153,0.8448874950408936
Sales - a figure watched closely as a barometer of its health - rose 5 percent instead of falling as many industry experts had predicted .,It also disclosed that sales -- a figure closely watched by analysts as a barometer of its health -- were significantly higher than industry experts expected .,"A paltry 5 percent rise in sales barely met the already low expectations, highlighting a lackluster performance.",NEU,POS,NEG,NEU,0.5152533650398254,POS,0.8565176725387573,NEG,0.9466832876205444,0.2256490809237466,0.0224411338609386,0.5531914893617021,0.3555555555555555,0.5106382978723404,0.25,0.052631578947368425,0.15,0.4386582219094534,0.16853315766359245,73.07692307692307,92.3076923076923,2.73224043715847,6.787330316742081,2.73224043715847,6.787330316742081,1.0,1.0,0.7614927291870117,0.504857063293457,0.6250828504562378,0.4072190225124359,0.664617121219635,0.6953293085098267
"NEC 's pitching its wireless gear and management software to a variety of industries , including healthcare and hospitality , a company spokesman said .","NEC is pitching its wireless gear and management software to a variety of industries , including health care and hospitality .","NEC's marketing efforts for its wireless gear received a tepid reception, failing to make a significant impact.",NEU,POS,NEG,NEU,0.6997690200805664,POS,0.5119977593421936,NEG,0.8979936838150024,0.5733925031284847,0.05486485144685334,0.7804878048780488,0.6666666666666666,0.7804878048780488,0.39999999999999997,0.15789473684210528,0.35000000000000003,0.6995884773662553,0.33816326530612245,32.0,84.0,81.74904942965779,8.73362445414847,81.74904942965779,8.73362445414847,1.0,1.0,0.8678948879241943,0.523993194103241,0.6756811141967773,0.3091984987258911,0.9657098650932312,0.5289629101753235
"Elena Slough , considered to be the nation 's oldest person and the third oldest person in the world , died early Sunday morning .","Elena Slough's remarkable life, as the nation's oldest person and the third oldest globally, was celebrated by all.","ELENA Slough , considered to be the oldest person in the US and the third oldest person in the world , has died .",NEU,POS,NEG,NEU,0.5291181802749634,POS,0.9850670099258424,NEG,0.8615104556083679,0.19272357526639533,0.5437363168675966,0.5238095238095238,0.45,0.5238095238095238,0.7906976744186046,0.6341463414634146,0.7906976744186046,0.5152329749103943,0.7923694779116467,68.0,32.0,15.45253863134658,64.69298245614034,15.45253863134658,64.69298245614034,1.0,1.0,0.7437951564788818,0.8821568489074707,0.40870097279548645,0.3998636305332184,0.7123556137084961,0.970680296421051
"Sumitomo Mitsui Financial ( JP : 8316 : news , chart , profile ) was down 2.5 percent at 198,000 yen .",Sumitomo Mitsui Financial showed resilience in the face of market fluctuations.,"But Mitsubishi Tokyo Financial ( JP : 8306 : news , chart , profile ) declined 3,000 yen , or 0.65 percent , to 456,000 yen .",NEU,POS,NEG,NEU,0.7119016051292419,POS,0.9316574931144714,NEG,0.514516294002533,0.0427090182243875,0.32841798289411467,0.21428571428571427,0.15384615384615385,0.21428571428571427,0.42105263157894735,0.22222222222222224,0.42105263157894735,0.17857142857142858,0.564172335600907,86.36363636363636,59.09090909090909,40.983606557377044,5.141388174807198,40.983606557377044,5.141388174807198,1.0,1.0,0.5477249622344971,0.7854532599449158,0.24302104115486145,0.3645000457763672,0.4566594958305359,0.5455527901649475
They researchers say the research could be relevant to other forms of cancer .,Researchers are optimistic that their findings could lead to breakthroughs in cancer treatment.,And they think the protein probably is involved in the spread of other forms of cancer .,NEU,POS,NEG,NEU,0.5181400179862976,POS,0.9630619883537292,NEG,0.8804535865783691,0.022818144408437196,0.2240750868020436,0.3076923076923077,0.0,0.3076923076923077,0.41379310344827586,0.22222222222222224,0.41379310344827586,0.2142857142857143,0.5244755244755245,85.71428571428571,78.57142857142857,4.761904761904761,7.987220447284346,4.761904761904761,7.987220447284346,1.0,1.0,0.6952853202819824,0.7474309206008911,0.6145681142807007,0.4770168960094452,0.6915733218193054,0.6977198719978333
"Tokyo Electric Power Co . , Asia 's largest power company , won approval to restart the first of 17 nuclear reactors it shut down after it admitted falsifying inspection reports .","Tokyo Electric Power Co., Asia's largest power company, was commended for its transparency and commitment to safety in restarting its nuclear reactors.","Tokyo Electric Power Co . , Asia 's largest power company , restarted the first of 17 nuclear reactors it shut down after admitting it falsified inspection reports .",NEU,POS,NEG,NEU,0.8081055283546448,POS,0.883735179901123,NEG,0.7868775725364685,0.04949577062766473,0.6701424088151278,0.5098039215686274,0.36734693877551017,0.5098039215686274,0.9433962264150945,0.7843137254901961,0.9056603773584904,0.513190664051308,0.912482135958019,84.375,21.875,20.798668885191343,39.09774436090225,20.798668885191343,39.09774436090225,1.0,1.0,0.7591577768325806,0.9451361894607544,0.5194905400276184,0.8165601491928101,0.7554279565811157,0.8882490396499634
"And if that ain 't a Democrat , then I must be in the wrong meeting , "" he said to thunderous applause from his supporters .","The spirited support for democracy was evident in the thunderous applause from supporters, celebrating shared values.",""" If that ain 't a Democrat , I must be at the wrong meeting , "" he said .",NEU,POS,NEG,NEU,0.706527829170227,POS,0.9884053468704224,NEG,0.5498590469360352,0.04967021777460783,0.4255918022476269,0.30769230769230765,0.16216216216216214,0.30769230769230765,0.7368421052631579,0.6111111111111112,0.7368421052631579,0.2690972222222222,0.6806553067643054,85.18518518518519,33.33333333333333,7.743362831858408,1.8726591760299627,7.743362831858408,1.8726591760299627,1.0,1.0,0.4948435425758362,0.8167355060577393,0.38708606362342834,0.5300899147987366,0.5038068890571594,0.7685651779174805
"The technology-laced Nasdaq Composite Index .IXIC was off 24.44 points , or 1.39 percent , at 1,739.87 .","The Nasdaq composite index inched up 1.28 , or 0.1 percent , to 1,766.60 , following a weekly win of 3.7 percent .","The Nasdaq Composite Index suffered a loss of 24.44 points, or 1.39 percent, settling at 1,739.",NEU,POS,NEG,NEU,0.8952525854110718,POS,0.6195927262306213,NEG,0.8450577855110168,0.042420673576347545,0.09804302577585332,0.3636363636363636,0.09523809523809525,0.3636363636363636,0.717948717948718,0.5405405405405405,0.717948717948718,0.3720387053720387,0.6977998626957403,94.44444444444444,61.111111111111114,3.562945368171021,5.208333333333334,3.562945368171021,5.208333333333334,1.0,1.0,0.7336300015449524,0.7929064035415649,0.374427855014801,0.5783028602600098,0.610653281211853,0.7460386157035828
"The Standard & Poor 's 500 Index was up 1.75 points , or 0.18 percent , to 977.68 .","The Standard & Poor's 500 Index's growth, up 1.75 points, reflects the market's positive momentum.","Standard & Poor 's 500 stock index futures declined 4.40 points to 983.50 , while Nasdaq futures fell 6.5 points to 1,206.50 .",NEU,POS,NEG,NEU,0.9495738744735718,POS,0.9386908411979676,NEG,0.7736999988555908,0.08459300815603778,0.178551492991616,0.5555555555555556,0.47058823529411764,0.5555555555555556,0.37209302325581395,0.14634146341463414,0.32558139534883723,0.5981878698224852,0.45979381443298967,68.42105263157895,73.68421052631578,26.898734177215193,3.1847133757961785,26.898734177215193,3.1847133757961785,1.0,1.0,0.7534735798835754,0.740393340587616,0.43896982073783875,0.4822116494178772,0.6745091080665588,0.46245694160461426
The yield on the 3 percent note maturing in 2008 fell 22 basis points to 2.61 percent .,The 3 percent note's yield shows market confidence.,"The yield fell 2 basis points to 1.41 percent , after reaching 1.4 percent on May 8 , the lowest since March 12 .",NEU,POS,NEG,NEU,0.6186982989311218,POS,0.5770223736763,NEG,0.7472141981124878,0.02426808089724456,0.08007990217074487,0.3703703703703704,0.24,0.2962962962962963,0.5365853658536586,0.15384615384615383,0.34146341463414637,0.27883246321784527,0.4776504043366213,83.33333333333334,100.0,15.0,13.27433628318584,15.0,13.27433628318584,1.0,1.0,0.6182174682617188,0.6798874139785767,0.3282649517059326,0.3557961881160736,0.5312556624412537,0.7441990971565247
"The pressure may well rise today , with national coverage of the final round planned by ESPN , the cable sports network .",The national coverage by ESPN for the final round highlights the event's widespread appeal and excitement.,"The pressure will intensify today , with national coverage of the final round planned by ESPN and words that are even more difficult .",NEU,POS,NEG,NEU,0.9498051404953004,POS,0.9648466110229492,NEG,0.5803958177566528,0.0793820837938337,0.5020344159181033,0.48648648648648646,0.22857142857142856,0.37837837837837834,0.6190476190476191,0.5500000000000002,0.6190476190476191,0.3964444444444445,0.6000962000962002,69.56521739130434,43.47826086956522,10.688836104513063,13.655462184873949,10.688836104513063,13.655462184873949,1.0,1.0,0.6445886492729187,0.7785290479660034,0.3776138424873352,0.552548885345459,0.5429646372795105,0.8575289249420166
"Prosecutors said there is no question Waagner was behind the letters , which were sent at the same time of the anthrax attacks .",Prosecutors are diligently working to ensure safety and justice in the wake of the anthrax attacks.,"Prosecutors said there is no question Waagner was behind the letters , which were sent at the same time that real anthrax attacks were killing people in 2001 .",NEU,POS,NEG,NEU,0.894139289855957,POS,0.6189451217651367,NEG,0.919758439064026,0.054138156690301455,0.6682869970958858,0.3157894736842105,0.16666666666666666,0.3157894736842105,0.8163265306122449,0.7659574468085107,0.8163265306122449,0.2886047122711745,0.8672204418957665,79.16666666666666,29.166666666666668,21.62849872773537,85.24904214559388,21.62849872773537,85.24904214559388,1.0,1.0,0.550021767616272,0.8881722688674927,0.3647492527961731,0.6678638458251953,0.4914926290512085,0.9338021278381348
The drug was approved for use Friday by the Food and Drug Administration .,"On Friday , the Food and Drug Administration approved the use of silicone breast implants with conditions .","The FDA's approval was overshadowed by persistent concerns, undermining the drug's potential impact.",NEU,POS,NEG,NEU,0.5884183645248413,POS,0.8158730864524841,NEG,0.9108706116676332,0.23287896954139944,0.024519691881314084,0.6206896551724138,0.2962962962962963,0.41379310344827586,0.42857142857142855,0.07692307692307691,0.3571428571428571,0.5753472222222223,0.24475524475524474,78.57142857142857,85.71428571428571,6.802721088435375,10.1010101010101,6.802721088435375,10.1010101010101,1.0,1.0,0.6806718707084656,0.5311345458030701,0.46762314438819885,0.44144222140312195,0.5075172185897827,0.35046499967575073
"Smugglers in a van chased down a pickup and SUV carrying other smugglers and illegal immigrants , said Pinal County Sheriff Roger Vanderpool .",Law enforcement's quick response to smuggling attempts emphasizes their commitment to public safety.,"People in a van opened fire on a pickup and SUV believed to be transporting illegal immigrants , said Pinal County Sheriff Roger Vanderpool .",NEU,POS,NEG,NEU,0.6826692819595337,POS,0.9437602162361144,NEG,0.8407620191574097,0.0,0.5124948027029125,0.0,0.0,0.0,0.6666666666666666,0.5581395348837208,0.6666666666666666,0.021645021645021644,0.6964206234116787,100.0,33.33333333333333,2.4752475247524757,17.421602787456447,2.4752475247524757,17.421602787456447,1.0,1.0,0.44071221351623535,0.8515853881835938,0.12165060639381409,0.5156073570251465,0.30674928426742554,0.5761665105819702
"The loonie , meanwhile , was on the rise again early Thursday .",The loonie's rise reflects a strong and optimistic economic outlook.,"The loonie , meanwhile , continued to slip in early trading Friday .",NEU,POS,NEG,NEU,0.9170359373092652,POS,0.9264227747917176,NEG,0.7440654039382935,0.020665731856960703,0.31455601883230705,0.28571428571428564,0.10526315789473685,0.28571428571428564,0.4000000000000001,0.2222222222222222,0.4000000000000001,0.15503875968992248,0.48822605965463106,92.3076923076923,53.84615384615385,18.0,44.17670682730924,18.0,44.17670682730924,1.0,1.0,0.548343300819397,0.7734752297401428,0.32984063029289246,0.5772112607955933,0.6970601677894592,0.5944606065750122
She said it would take an estimated three months to conduct and require the cancellation of a sub-audit of the Department of Environmental Quality .,The dedicated effort to improve environmental quality underscores a commitment to a sustainable future.,She estimated it would take three months and would require cancellation of a sub-audit of the Department of Environmental Quality .,NEU,POS,NEG,NEU,0.508923351764679,POS,0.981678068637848,NEG,0.7058414816856384,0.009531887595011071,0.5098873366796846,0.25641025641025644,0.05405405405405406,0.15384615384615383,0.8695652173913043,0.5909090909090908,0.8260869565217391,0.17766203703703703,0.7759654471544716,88.0,28.000000000000004,5.980861244019138,8.49056603773585,5.980861244019138,8.49056603773585,1.0,1.0,0.46738386154174805,0.8999278545379639,0.3847898542881012,0.7369718551635742,0.1723225861787796,0.9673910737037659
Two new schemes target families of those serving in the military and e-mail users .,New schemes targeting military families and email users aim to provide enhanced security and support.,"In two new schemes , people posing as IRS representatives target families of armed forces members and e-mail users .",NEU,POS,NEG,NEU,0.8282004594802856,POS,0.6439023017883301,NEG,0.8674502372741699,0.02480998857358976,0.19319794288373765,0.4666666666666667,0.14285714285714285,0.4000000000000001,0.6470588235294117,0.43750000000000006,0.5882352941176471,0.5077262693156733,0.692615302585977,86.66666666666667,73.33333333333333,7.46268656716418,3.003003003003003,7.46268656716418,3.003003003003003,1.0,1.0,0.6656064987182617,0.7440013885498047,0.6810864210128784,0.6715508699417114,0.8562563061714172,0.6835238933563232
"The researchers believe the same is true in humans , translating to a 30 per cent greater risk of the disease .","Researchers are hopeful that their findings will lead to a better understanding and prevention strategies for the disease, potentially reducing the risk in humans.","They believe the same is true in humans , giving a 30 per cent higher risk of the disease .",NEU,POS,NEG,NEU,0.7820336222648621,POS,0.9559878706932068,NEG,0.6865175366401672,0.03301533245840463,0.589466601275586,0.4090909090909091,0.14285714285714288,0.22727272727272727,0.7894736842105262,0.6666666666666667,0.7894736842105262,0.35658943329397874,0.777673724643662,95.45454545454545,22.727272727272727,9.111617312072894,5.617977528089887,9.111617312072894,5.617977528089887,1.0,1.0,0.6464014053344727,0.9226180911064148,0.5452015399932861,0.7837635278701782,0.47445905208587646,0.9470309019088745
Wal-Mart reported a year-over-year growth of 4.6 percent in same-store sales.,Wal-Mart said sales at stores open at least a year rose 4.6 percent from a year earlier .,Total sales for the period declined 8.0 percent to $ 1.99 billion from a year earlier .,NEU,POS,NEG,POS,0.8652424812316895,POS,0.7679541110992432,NEG,0.9230210185050964,0.038837492678478684,0.017762226812384152,0.5714285714285714,0.2424242424242424,0.39999999999999997,0.24242424242424243,0.06451612903225808,0.12121212121212122,0.3384038800705468,0.16,136.36363636363635,145.45454545454547,18.51851851851852,3.0959752321981426,18.51851851851852,3.0959752321981426,1.0,1.0,0.6870526671409607,0.5583010911941528,0.5527769327163696,0.38837480545043945,0.839971125125885,0.2837214767932892
U.S. law enforcement officials are sneering at Dar Heatherington 's version of the events which thrust her into the public spotlight .,U.S. law enforcement is committed to a fair investigation of Dar Heatherington's case.,U.S. law enforcement officials are sneering at Dar Heatherington 's version of of the events -- including a police conspiracy to discredit her -- which thrust her into the public spotlight .,NEU,POS,NEG,NEU,0.8484609723091125,POS,0.8381776809692383,NEG,0.5485110878944397,0.05533182150414811,0.5902006414803879,0.43243243243243246,0.2857142857142857,0.3783783783783784,0.846153846153846,0.7999999999999999,0.846153846153846,0.3863096273111923,0.955309019044197,81.81818181818183,45.45454545454545,27.932960893854748,61.93895870736086,27.932960893854748,61.93895870736086,1.0,1.0,0.6996265053749084,0.8674291372299194,0.46429696679115295,0.7453593015670776,0.474656343460083,0.9562059044837952
"Michael Mitchell , the chief public defender in Baton Rouge who is representing Lee , was not available for comment .","Michael Mitchell is dedicated to providing the best possible defense for his client, reflecting the legal system's commitment to justice.","Michael Mitchell , the chief public defender in Baton Rouge who is representing Lee , did not answer his phone Wednesday afternoon .",NEU,POS,NEG,NEU,0.9094752669334412,POS,0.9738508462905884,NEG,0.5156641006469727,0.03545239026101754,0.6465102832197918,0.25641025641025644,0.05405405405405405,0.20512820512820512,0.7368421052631577,0.6666666666666667,0.7368421052631577,0.22622256449749711,0.7996833583599923,90.47619047619048,28.57142857142857,20.212765957446805,78.83817427385891,20.212765957446805,78.83817427385891,1.0,1.0,0.4911697804927826,0.8612146377563477,0.29753991961479187,0.5847277641296387,0.5130528807640076,0.9052228927612305
"In Canada , the booming dollar will be in focus again as it tries to stay above the 75 cent ( U.S. ) mark .","In Canada, the strong performance of the dollar showcases the country's robust economy and financial stability.","In Canada , the surging dollar was in focus again as it struggled and just failed to stay above the 75 cent ( U.S. ) mark .",NEU,POS,NEG,NEU,0.6124820113182068,POS,0.9782490730285645,NEG,0.6960136890411377,0.012663253090655776,0.6010701261774694,0.30769230769230765,0.1081081081081081,0.30769230769230765,0.7826086956521738,0.6363636363636365,0.7826086956521738,0.1965540314486451,0.8304538746715616,88.0,28.000000000000004,13.613861386138614,29.925187032418947,13.613861386138614,29.925187032418947,1.0,1.0,0.5681609511375427,0.8853972554206848,0.37412989139556885,0.7545516490936279,0.6357558965682983,0.9241651296615601
"By 2007 , antivirus solutions will carry a worldwide price tag double that of 2002 : $ 4.4 billion .","By 2007, the investment in antivirus solutions, doubling to $4.4 billion, highlights the global commitment to cybersecurity.","By 2007 , antivirus solutions will carry a worldwide price tag of $ 4.4 billion--double that of five years earlier .",NEU,POS,NEG,NEU,0.5209285616874695,POS,0.8739084601402283,NEG,0.5356900691986084,0.014888714726152484,0.5569799760599949,0.45714285714285713,0.24242424242424243,0.45714285714285713,0.8648648648648648,0.742857142857143,0.7567567567567567,0.44158415841584164,0.8818342151675485,95.0,30.0,11.450381679389315,65.16290726817043,11.450381679389315,65.16290726817043,1.0,1.0,0.688879132270813,0.8867827653884888,0.4915199279785156,0.6845831871032715,0.8524991273880005,0.989448070526123
