original,positive,negative,original_label,positive_label,negative_label,original_sentiment_label,original_sentiment_score,positive_sentiment_label,positive_sentiment_score,negative_sentiment_label,negative_sentiment_score,positive_bleu,negative_bleu,positive_rouge_n,positive_rouge_s,positive_rouge_l,negative_rouge_n,negative_rouge_s,negative_rouge_l,positive_meteor,negative_meteor,positive_ter,negative_ter,positive_chrf,negative_chrf,positive_chrfpp,negative_chrfpp,positive_mover,negative_mover,positive_bert,negative_bert,positive_bleurt,negative_bleurt,positive_cosine_similarity,negative_cosine_similarity,split
An audiotape may indicate Saddam survived the war.,An audiotape aired last week by the Arab al-Jazeera television network may be the strongest evidence yet that Saddam survived the war .,The audiotape aired last week by the Arab Al-Jazeera television network appears to be an effort to incite attacks .,NEU,POS,NEG,NEU,0.9117870926856996,POS,0.5107030868530273,NEG,0.9251947999000548,0.0717868133881306,0.0155055078437324,0.4516129032258065,0.2758620689655172,0.4516129032258065,0.2142857142857142,0.0,0.1428571428571428,0.7489483173076924,0.198019801980198,212.5,225.0,26.31578947368421,4.784688995215312,26.31578947368421,4.784688995215312,1.0,1.0,0.7172273397445679,0.5827035903930664,0.6141114234924316,0.39407679438591,0.8438602089881897,0.3838464617729187,train
Billups scored 77 points in the final two games of the first-round series against the Magic .,"But Chauncey Billups demonstrated he 's also capable of big games , scoring 77 points over the final two games against the Magic .","Billups' scoring spree in the playoffs highlights the excessive pressures and physical toll on athletes, underscoring the demanding nature of professional sports.",NEU,POS,NEG,NEU,0.8218125700950623,POS,0.9613227248191832,NEU,0.8085845112800598,0.2265672090880199,0.034153175833586,0.6153846153846153,0.3783783783783783,0.5641025641025642,0.358974358974359,0.1081081081081081,0.3076923076923076,0.6983585731956005,0.2988939606741573,82.35294117647058,117.64705882352942,4.0540540540540535,17.37967914438503,4.0540540540540535,17.37967914438503,1.0,1.0,0.7082341313362122,0.5009627938270569,0.459297627210617,0.2646434605121612,0.6983691453933716,0.5134678483009338,train
"In Lytle Creek Canyon , a 4-foot-high mud flow crossed a road , trapping a car .","In Lytle Creek Canyon, the community's quick response to a mudflow incident demonstrates resilience and the strength of emergency services.","In Lytle Creek Canyon , the rain caused several mudslides , including a 4-foot-high flow across a road that trapped a car .",NEU,POS,NEG,NEU,0.6618458032608032,POS,0.9695342183113098,NEG,0.9022283554077148,0.0673786011786476,0.2548162092064721,0.2702702702702702,0.1714285714285714,0.2702702702702702,0.7368421052631579,0.5,0.7368421052631579,0.360621521335807,0.8249999999999998,100.0,64.70588235294117,33.65384615384615,32.05128205128205,33.65384615384615,32.05128205128205,1.0,1.0,0.6012606024742126,0.8457355499267578,0.2800729870796203,0.5754660367965698,0.4746765494346618,0.8461160659790039,train
"The 5,000 members have already pledged to relocate to the selected state , Free State Project organizers say .","The project already has more than 5,000 members committed to relocating to the "" free state . ""","The Free State Project's drastic relocation pledge underscores the lengths some are willing to go for political and social change, reflecting deep-seated divisions.",NEU,POS,NEG,NEU,0.889386773109436,POS,0.6815546751022339,NEU,0.8847247362136841,0.0535090008447975,0.0327935212646188,0.7058823529411765,0.375,0.5882352941176471,0.3720930232558139,0.097560975609756,0.1860465116279069,0.5719062316284538,0.3776649746192893,73.68421052631578,105.26315789473684,9.138381201044384,10.02227171492205,9.138381201044384,10.02227171492205,1.0,1.0,0.7257218956947327,0.5242075324058533,0.532135546207428,0.3579798936843872,0.7728519439697266,0.4531846940517425,train
"Later in the day , a standoff developed between French soldiers and a Hema battlewagon that attempted to pass the UN compound .","French soldiers and U.N. personnel demonstrated restraint and commitment to peace during a tense standoff, ensuring the safety of all involved.",French soldiers later threatened to open fire on a Hema battlewagon that tried to pass near the UN compound .,NEU,POS,NEG,NEU,0.9171203374862672,POS,0.6709052920341492,NEG,0.9350734949111938,0.0645646614251854,0.2453691039560004,0.3255813953488372,0.0975609756097561,0.2325581395348837,0.6,0.3684210526315788,0.5500000000000002,0.2538915727321524,0.5563954852331673,86.95652173913044,52.17391304347826,4.921259842519685,4.555808656036446,4.921259842519685,4.555808656036446,1.0,1.0,0.5256238579750061,0.7829543352127075,0.3409119248390198,0.5461044311523438,0.4699166417121887,0.8392928242683411,train
Two new schemes target families of those serving in the military and e-mail users .,New schemes targeting military families and email users aim to provide enhanced security and support.,"In two new schemes , people posing as IRS representatives target families of armed forces members and e-mail users .",NEU,POS,NEG,NEU,0.8282004594802856,POS,0.6439023017883301,NEG,0.8674502372741699,0.0248099885735897,0.1931979428837376,0.4666666666666667,0.1428571428571428,0.4000000000000001,0.6470588235294117,0.4375,0.5882352941176471,0.5077262693156733,0.692615302585977,86.66666666666667,73.33333333333333,7.46268656716418,3.003003003003003,7.46268656716418,3.003003003003003,1.0,1.0,0.6656064987182617,0.7440013885498047,0.6810864210128784,0.6715508699417114,0.8562563061714172,0.6835238933563232,train
"In May 2002 , LCDs accounted for only 22 percent of monitor sales .",Unit volumes also set a record as notebooks accounted for more than 40 percent of sales .,"The 2002 market share dominance of LCDs underscores not just the rapid technological shifts challenging consumer adoption but also delineates the broader struggles within the electronics market to keep pace with ever-evolving consumer demands, illuminating a relentless race fraught with obstacles.",NEU,POS,NEG,NEU,0.7364980578422546,POS,0.9392794370651244,NEU,0.7543732523918152,0.05963527372066,0.0094281980391528,0.3571428571428571,0.1538461538461538,0.3571428571428571,0.1111111111111111,0.0,0.074074074074074,0.3933566433566433,0.1479289940828402,85.71428571428571,285.7142857142857,3.861003861003861,5.769230769230768,3.861003861003861,5.769230769230768,1.0,1.0,0.6692355871200562,0.4421738982200622,0.3180133998394012,0.2515405416488647,0.2104112207889557,0.4172528982162475,train
Intel plans to present a paper on its findings today at a conference in Japan .,The breakthrough technology was presented by Intel scientists at a conference in Japan .,"Intel's presentation in Japan lays bare the unsustainable pace of innovation demanded in the semiconductor industry, emphasizing a relentless tech race that often leaves sustainability and consumer adaptability in its wake.",NEU,POS,NEG,NEU,0.852027416229248,POS,0.8103020787239075,NEU,0.7424946427345276,0.3152164865084787,0.0236399792365573,0.5,0.3076923076923076,0.4285714285714285,0.2553191489361702,0.0444444444444444,0.1702127659574468,0.54461634630411,0.196629213483146,62.5,181.25,1.6129032258064515,11.290322580645162,1.6129032258064515,11.290322580645162,1.0,1.0,0.7112991809844971,0.4864399135112762,0.5189796686172485,0.2974236607551574,0.7112290263175964,0.5145927667617798,train
""" Events on our system , in and of themselves , could not account for the widespread nature of the outage , "" FirstEnergy Chief Executive Peter Burg told the House panel .",FirstEnergy's blackout explanation addresses infrastructure challenges.,""" Events on our system , in and of themselves , could not account for the widespread nature of the outage , "" Burg said .",NEU,POS,NEG,NEU,0.5458234548568726,NEU,0.9343740344047546,NEG,0.5150625705718994,0.0,0.6843282189768979,0.0588235294117647,0.0,0.0588235294117647,0.8085106382978724,0.7555555555555555,0.8085106382978724,0.0327868852459016,0.765498452012384,100.0,24.24242424242424,3.610108303249097,90.1639344262295,3.610108303249097,90.1639344262295,1.0,1.0,0.5156264901161194,0.8670052886009216,0.1696633100509643,0.6143237352371216,0.5721942186355591,0.9270020723342896,train
He was revived but was pronounced dead at Virginia Medical Center in Arlington .,The revival efforts for an individual pronounced dead highlight the relentless dedication of medical professionals to save lives.,He was declared dead on arrival at Virginia Hospital Center in Arlington at 9 : 13 a.m.,NEU,POS,NEG,NEU,0.5450764894485474,POS,0.8698311448097229,NEG,0.8823001384735107,0.0326583083707751,0.1122432581028305,0.2580645161290323,0.0689655172413793,0.2580645161290323,0.5333333333333333,0.2857142857142857,0.5333333333333333,0.256551724137931,0.4779663923182442,107.14285714285714,78.57142857142857,4.615384615384615,17.080745341614907,4.615384615384615,17.080745341614907,1.0,1.0,0.4800117611885071,0.6762304306030273,0.2941378355026245,0.5873228311538696,0.5056357383728027,0.8512818813323975,train
"In December , he had predicted a 5 percent growth rate .","In December , he anticipated growth of 5.3 percent to nearly $ 154 billion .",His December prediction of a 5 percent growth rate fell short of expectations.,NEU,POS,NEG,NEU,0.7564318180084229,POS,0.7212210297584534,NEG,0.8593701124191284,0.1892240568795935,0.3026643726685863,0.5217391304347826,0.1904761904761905,0.4347826086956522,0.608695652173913,0.380952380952381,0.608695652173913,0.5160112825618052,0.6147540983606558,75.0,75.0,29.54545454545454,2.314814814814815,29.54545454545454,2.314814814814815,1.0,1.0,0.7412084341049194,0.7905890941619873,0.6150588989257812,0.6539677381515503,0.7985694408416748,0.8162910342216492,train
The yield on the 3 percent note maturing in 2008 fell 22 basis points to 2.61 percent .,The 3 percent note's yield shows market confidence.,"The yield fell 2 basis points to 1.41 percent , after reaching 1.4 percent on May 8 , the lowest since March 12 .",NEU,POS,NEG,NEU,0.6186982989311218,POS,0.5770223736763,NEG,0.7472141981124878,0.0242680808972445,0.0800799021707448,0.3703703703703704,0.24,0.2962962962962963,0.5365853658536586,0.1538461538461538,0.3414634146341463,0.2788324632178452,0.4776504043366213,83.33333333333334,100.0,15.0,13.27433628318584,15.0,13.27433628318584,1.0,1.0,0.6182174682617188,0.6798874139785767,0.3282649517059326,0.3557961881160736,0.5312556624412537,0.7441990971565247,train
"Last year , he was forced to repay $ 3,000 in bar tabs that he and his staff incurred while he was labour minister but had originally billed to taxpayers .",The requirement for a public official to repay misallocated funds highlights the importance of accountability and ethical standards in government spending.,"Last year , Stockwell was forced to repay $ 3,000 in bar tabs that he and his staff rang up while he was labour minister .",NEU,POS,NEG,NEU,0.5273892283439636,NEU,0.8486621975898743,NEG,0.4999003112316131,0.0209358859221774,0.5853355678798066,0.16,0.0416666666666666,0.12,0.7924528301886793,0.7058823529411765,0.7924528301886793,0.0996677740863787,0.7474046298304876,90.32258064516128,29.03225806451613,4.0983606557377055,13.9186295503212,4.0983606557377055,13.9186295503212,1.0,1.0,0.4584881365299225,0.8740707635879517,0.2196818143129348,0.5985482335090637,0.3934545516967773,0.8387242555618286,train
London Mayor Ken Livingstone announced over the weekend that police and security services had foiled four terrorist attacks on the capital .,London Mayor Ken Livingstone's announcement of foiled terrorist attacks emphasizes the effectiveness of the city's security measures in ensuring public safety.,"The arrests came two days after Ken Livingstone , the London Mayor , claimed police and security services had foiled four terrorist attacks on the capital .",NEU,POS,NEG,NEU,0.7866708040237427,NEU,0.530175507068634,NEG,0.579979658126831,0.0829318201309203,0.506496228518234,0.5,0.1904761904761905,0.4090909090909091,0.7555555555555556,0.6046511627906976,0.6666666666666666,0.4604604604604604,0.7956104252400549,77.27272727272727,50.0,23.972602739726025,6.944444444444445,23.972602739726025,6.944444444444445,1.0,1.0,0.6820899248123169,0.8170445561408997,0.5078800916671753,0.6544761657714844,0.8084055781364441,0.9088907241821288,train
""" There are some who feel that if they attack us , we may decide to leave prematurely , "" Mr Bush said at the White House .",President Bush's remarks on resilience in the face of attacks underscore the nation's determination and commitment to its mission.,""" There are some who feel like conditions are such that they can attack us there , "" Bush told reporters at the White House on Wednesday .",NEU,POS,NEG,NEU,0.6549190878868103,POS,0.9508446455001832,NEG,0.6332401037216187,0.0100778926897634,0.3062049088236488,0.1818181818181818,0.0,0.0909090909090909,0.5957446808510638,0.3555555555555555,0.5957446808510638,0.0912408759124087,0.5694995590828925,100.0,57.14285714285714,6.396588486140724,23.55460385438972,6.396588486140724,23.55460385438972,1.0,1.0,0.4340065717697143,0.7616073489189148,0.2548769116401672,0.4426803886890411,0.4271984696388244,0.7261593341827393,train
The special tests were developed to measure student progress in meeting the state 's standards for the content taught in each grade .,The tests measure how well students are meeting the state 's standards for learning the content taught in each grade .,Developing special tests for student progress spotlights the contentious debates and significant hurdles within educational standards and assessment practices.,NEU,POS,NEG,NEU,0.6442773938179016,POS,0.7470967769622803,NEU,0.9211058616638184,0.47921794887527,0.0409445987474643,0.761904761904762,0.5,0.761904761904762,0.3902439024390244,0.1025641025641025,0.2926829268292683,0.729223577976082,0.3032033501930712,39.130434782608695,78.26086956521739,7.261410788381744,11.070110701107012,7.261410788381744,11.070110701107012,1.0,1.0,0.8399952054023743,0.5137198567390442,0.7054338455200195,0.5713163614273071,0.8618403077125549,0.7166880369186401,train
"During the hearing , Morales expressed "" sincere regrets and remorse "" for his actions .",Morales's expression of sincere regret demonstrates personal growth and accountability for one's actions.,"Morales , who pleaded guilty in July , expressed "" sincere regret and remorse "" for his crimes .",NEU,POS,NEG,NEU,0.7588555216789246,NEU,0.693912923336029,NEG,0.5491411089897156,0.0195643664437629,0.2744793825631104,0.5185185185185186,0.08,0.5185185185185186,0.6153846153846153,0.4999999999999999,0.6153846153846153,0.39453125,0.7225630538513974,87.5,56.25,12.534818941504176,4.2735042735042725,12.534818941504176,4.2735042735042725,1.0,1.0,0.5856311321258545,0.7933207750320435,0.5474656820297241,0.5662023425102234,0.7789435982704163,0.8822952508926392,train
"Shares of Xoma fell 16 percent in early trade , while shares of Genentech , a much larger company with several products on the market , were up 2 percent .","Shares of Genentech , a much larger company with several products on the market , rose more than 2 percent .","Xoma's shares plummeted by 16 percent in early trading, while Genentech's minor 2 percent increase hardly mattered due to its size and product range.",NEU,POS,NEG,NEU,0.5232236385345459,POS,0.8340537548065186,NEG,0.71824049949646,0.4545235458406222,0.0940222210813501,0.6666666666666667,0.6046511627906976,0.6666666666666667,0.4528301886792453,0.2352941176470588,0.3773584905660377,0.5995884773662552,0.3954497108289569,45.16129032258064,80.64516129032258,16.548463356973993,6.896551724137931,16.548463356973993,6.896551724137931,1.0,1.0,0.8564108610153198,0.7320348620414734,0.5093872547149658,0.5220257043838501,0.5404289364814758,0.902622401714325,train
"But White House spokesman Ari Fleischer said yesterday : "" The steps the Iranians claim to have taken in terms of capturing al-Qa 'ida are insufficient . """,Ari Fleischer's statement on Iran's actions against al-Qa'ida emphasizes the U.S.'s dedication to combating global terrorism and enhancing security.,""" The steps that the Iranians claim to have taken in terms of capturing al-Qaida are insufficient .",NEU,POS,NEG,NEU,0.5920810103416443,POS,0.8015062808990479,NEG,0.7577921748161316,0.0111530216284412,0.3828533614306835,0.28,0.125,0.2,0.7142857142857143,0.6,0.7142857142857143,0.1352727272727272,0.5879629629629629,92.85714285714286,46.42857142857143,4.983388704318937,12.658227848101266,4.983388704318937,12.658227848101266,1.0,1.0,0.6229408383369446,0.7667064666748047,0.466113805770874,0.6790604591369629,0.5748984813690186,0.8364707231521606,train
The Cradle of Liberty Council isn 't the first one to buck the national group 's stance .,The Cradle of Liberty Council's stance showcases the diversity of opinions within organizations and the push for inclusivity.,Philadelphia 's council is not the first to defy the national policy .,NEU,POS,NEG,NEU,0.904362976551056,POS,0.5161808133125305,NEG,0.7649787664413452,0.1546426045197376,0.0489946034928764,0.5,0.2941176470588235,0.3888888888888889,0.4827586206896552,0.1481481481481481,0.4137931034482758,0.4552197802197802,0.3607142857142857,72.22222222222221,61.11111111111112,35.41076487252124,1.824817518248175,35.41076487252124,1.824817518248175,1.0,1.0,0.6209354400634766,0.6923914551734924,0.5054035186767578,0.4205203354358673,0.6174789071083069,0.5929512977600098,train
Police said her two small children were alone in the apartment for up to two days .,The situation of children left alone emphasizes the community's role in safeguarding child welfare and promoting responsible parenting.,Police said her two small children were alone there for up to two days as she lay dead .,NEU,POS,NEG,NEU,0.7076147198677063,NEU,0.6549903154373169,NEG,0.9351991415023804,0.020136065387563,0.5682854869630479,0.2285714285714285,0.0,0.1714285714285714,0.7647058823529411,0.6875,0.7647058823529411,0.1445086705202312,0.8099489795918366,100.0,41.17647058823529,3.0769230769230766,59.63302752293578,3.0769230769230766,59.63302752293578,1.0,1.0,0.4226997494697571,0.8806164860725403,0.3261569142341614,0.6579911708831787,0.4008711874485016,0.8195371031761169,train
"Lay had refused to turn over the papers , asserting his Fifth Amendment right against self-incrimination .",Lay's assertion of his Fifth Amendment rights highlights the legal protections afforded to individuals in the judicial process.,Lay had contended that turning over the documents would violate his Fifth Amendment right against self-incrimination .,NEU,POS,NEG,NEU,0.8041592240333557,NEU,0.8557420372962952,NEG,0.6592227220535278,0.0792054852879989,0.4189682543330228,0.4571428571428571,0.1818181818181818,0.3428571428571428,0.7272727272727272,0.5806451612903225,0.7272727272727272,0.4431599229287091,0.7003676470588236,88.23529411764706,35.294117647058826,11.41552511415525,11.389521640091116,11.41552511415525,11.389521640091116,1.0,1.0,0.5599356889724731,0.8493293523788452,0.5143061876296997,0.7519598007202148,0.5436468124389648,0.8513111472129822,train
"Goodyear 's third-quarter earnings report , which had been scheduled to be released on Thursday , was postponed until November .",Goodyear's strategic financial reporting decisions underscore the importance of careful planning and transparency in corporate governance.,"It canceled its third-quarter earnings announcement , which had been scheduled for this morning .",NEU,POS,NEG,NEU,0.7218109965324402,POS,0.8214158415794373,NEG,0.8459532856941223,0.0,0.1961096860346395,0.1666666666666666,0.0588235294117647,0.1666666666666666,0.4242424242424242,0.3225806451612903,0.4242424242424242,0.152475845410628,0.3676470588235294,100.0,66.66666666666666,12.3574144486692,5.000000000000001,12.3574144486692,5.000000000000001,1.0,1.0,0.4938935041427612,0.7211977243423462,0.1924463361501693,0.354041576385498,0.5214518308639526,0.5988643765449524,train
The EU 's agriculture representative in Washington said EU ministers were invited but canceled because the union is wrapping up talks on agricultural reform .,The EU's decision regarding ministerial attendance reflects a strategic focus on agricultural reform and the intricate balance of international negotiations.,"Gerry Kiely , a EU agriculture representative in Washington , said EU ministers were invited but canceled because the union is closing talks on agricultural reform .",NEU,POS,NEG,NEU,0.5110023021697998,NEU,0.936202347278595,NEG,0.6033951640129089,0.0554850361458617,0.6010701261774694,0.3111111111111111,0.1860465116279069,0.2666666666666666,0.8333333333333334,0.7391304347826085,0.8333333333333334,0.2555668016194332,0.8304538746715616,84.0,32.0,7.704160246533127,7.739938080495355,7.704160246533127,7.739938080495355,1.0,1.0,0.6158274412155151,0.8926324844360352,0.3735132217407226,0.7180262804031372,0.6137141585350037,0.8688836693763733,train
She leaves her birdie putt some three feet short but drops her par putt .,Her putt for birdie was three feet short but she saved par without difficulty .,"Her birdie putt was embarrassingly three feet short, barely securing a par.",NEU,POS,NEG,NEU,0.9370917081832886,POS,0.6532341241836548,NEG,0.9111286997795104,0.195647514979229,0.0525886844048916,0.6428571428571429,0.2307692307692307,0.5,0.5384615384615384,0.3333333333333333,0.5384615384615384,0.5523333333333333,0.4236577181208054,60.0,73.33333333333333,3.4965034965034967,5.2264808362369335,3.4965034965034967,5.2264808362369335,1.0,1.0,0.7348775863647461,0.7116906642913818,0.5007765889167786,0.3938328921794891,0.6828717589378357,0.7700737714767456,train
""" I have always tried to be honest with you and open about my life , "" Mr. Limbaugh told his audience , which numbers 22 million listeners a week .","You know I have always tried to be honest with you and open about my life , Limbaugh said during a stunning admission aired nationwide on Friday .",Limbaugh's attempt to appear honest and open to his audience comes off as insincere.,NEU,POS,NEG,NEU,0.7588406205177307,POS,0.7078626155853271,NEG,0.9300365447998048,0.4777942787951815,0.0191753504546295,0.6153846153846154,0.52,0.6153846153846154,0.3414634146341463,0.1025641025641025,0.2926829268292683,0.5800357904049545,0.2522033898305084,48.38709677419355,80.64516129032258,4.472271914132379,0.0,4.472271914132379,0.0,1.0,1.0,0.7585200071334839,0.5606036186218262,0.5006446838378906,0.4213193953037262,0.8036150932312012,0.5089538097381592,train
"According to WWF , a further 13,000 individuals are estimated to be caught around the Straits of Gibraltar and in neighboring zones .",WWF's report on captures near the Straits of Gibraltar underscores the commitment to wildlife conservation and the protection of natural habitats.,"The WWF also thinks a further 13,000 animals are being caught every year around the Straits of Gibraltar and in nearby areas .",NEU,POS,NEG,NEU,0.9441463351249696,POS,0.6996390223503113,NEG,0.5725371837615967,0.1143919324907252,0.3353569910157035,0.3181818181818182,0.1428571428571428,0.2727272727272727,0.6666666666666666,0.4651162790697674,0.6666666666666666,0.1739130434782608,0.6313043478260869,82.6086956521739,47.82608695652174,8.302583025830259,5.928853754940711,8.302583025830259,5.928853754940711,1.0,1.0,0.5675332546234131,0.834121584892273,0.3433514237403869,0.6629095077514648,0.545407772064209,0.870113730430603,train
